Orth_id	Uni_id	Gene_des
OG0048653	sp|Q3T078|ENKD1_BOVIN	Enkurin domain-containing protein 1
OG0048654	sp|Q7TSV9|ENKD1_MOUSE	Enkurin domain-containing protein 1
OG0048656	sp|Q9Z2I6|SV2C_RAT	Synaptic vesicle glycoprotein 2C
OG0048662	sp|Q7ZUS1|VRK1_DANRE	Serine/threonine-protein kinase VRK1
OG0048665	sp|Q5ZLM0|CDC73_CHICK	Parafibromin
OG0048666	sp|Q9UJG1|MSPD1_HUMAN	Motile sperm domain-containing protein 1
OG0048668	sp|Q5DRE4|PCDA8_PANTR	Protocadherin alpha-8
OG0048672	sp|P22059|OSBP1_HUMAN	Oxysterol-binding protein 1
OG0048674	sp|Q8BQZ4|RLGPB_MOUSE	Ral GTPase-activating protein subunit beta
OG0048681	sp|Q5R739|JOS1_PONAB	Josephin-1
OG0048683	sp|A2BGT0|UBP30_DANRE	Ubiquitin carboxyl-terminal hydrolase 30
OG0048684	sp|Q06335|APLP2_MOUSE	Amyloid-like protein 2
OG0048685	sp|Q32PP3|PDK1L_DANRE	Serine/threonine-protein kinase pdik1l
OG0048695	sp|Q6DBY0|NUP85_DANRE	Nuclear pore complex protein Nup85
OG0048696	sp|Q99959|PKP2_HUMAN	Plakophilin-2
OG0048697	sp|P13596|NCAM1_RAT	Neural cell adhesion molecule 1
OG0048699	sp|Q28362|SL9A3_DIDVI	Sodium/hydrogen exchanger 3
OG0048701	sp|P97865|PEX7_MOUSE	Peroxisomal targeting signal 2 receptor
OG0048702	sp|Q13356|PPIL2_HUMAN	RING-type E3 ubiquitin-protein ligase PPIL2
OG0048706	sp|Q8R2J9|RA51C_CRIGR	DNA repair protein RAD51 homolog 3
OG0048709	sp|Q802D3|XPO4_DANRE	Exportin-4
OG0048710	sp|Q6DJ87|CC90B_XENTR	"Coiled-coil domain-containing protein 90B, mitochondrial"
OG0048711	sp|E7FDW8|TRD7B_DANRE	Tudor domain-containing protein 7B
OG0048712	sp|Q5R408|NFL_PONAB	Neurofilament light polypeptide
OG0048714	sp|Q8NFD2|ANKK1_HUMAN	Ankyrin repeat and protein kinase domain-containing protein 1
OG0048716	sp|P13497|BMP1_HUMAN	Bone morphogenetic protein 1
OG0048718	sp|Q9HB19|PKHA2_HUMAN	Pleckstrin homology domain-containing family A member 2
OG0048721	sp|E9QJ30|KL40B_DANRE	Kelch-like protein 40b
OG0048724	sp|O88967|YMEL1_MOUSE	ATP-dependent zinc metalloprotease YME1L1
OG0048725	sp|Q38PU3|GRIK2_MACFA	"Glutamate receptor ionotropic, kainate 2"
OG0048729	sp|Q5QJC4|DCR1A_CHICK	DNA cross-link repair 1A protein
OG0048730	sp|Q62682|CNTN3_RAT	Contactin-3
OG0048732	sp|Q90308|VIPR_CARAU	Vasoactive intestinal polypeptide receptor
OG0048733	sp|Q9PWM2|HXB9A_DANRE	Homeobox protein Hox-B9a
OG0048734	sp|P43305|PRVU_CHICK	"Parvalbumin, thymic CPV3"
OG0048739	sp|Q9BWV1|BOC_HUMAN	Brother of CDO
OG0048741	sp|A4IG32|MICU1_DANRE	"Calcium uptake protein 1, mitochondrial"
OG0048742	sp|P13995|MTDC_HUMAN	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"
OG0048744	sp|Q504Y2|PKDCC_HUMAN	Extracellular tyrosine-protein kinase PKDCC
OG0048747	sp|Q2TLZ1|MACOI_CANLF	Macoilin
OG0048748	sp|Q2TLY2|MACO1_DANRE	Macoilin-1
OG0048749	sp|A9YUB1|CHRD1_PIG	Cysteine and histidine-rich domain-containing protein 1
OG0048751	sp|Q3ZBL5|PTH2_BOVIN	"Peptidyl-tRNA hydrolase 2, mitochondrial"
OG0048752	sp|Q7ZZ25|ATD1A_DANRE	ATPase family AAA domain-containing protein 1-A
OG0048755	sp|P48674|VIME_ONCMY	Vimentin
OG0048756	sp|Q9NZN9|AIPL1_HUMAN	Aryl-hydrocarbon-interacting protein-like 1
OG0048759	sp|Q9DGA0|CCNB1_ORYJA	G2/mitotic-specific cyclin-B1
OG0048761	sp|Q9JIS8|S12A4_MOUSE	Solute carrier family 12 member 4
OG0048762	sp|Q1LVK9|N4BP1_DANRE	NEDD4-binding protein 1
OG0048765	sp|Q1LUD1|T168A_DANRE	Transmembrane protein 168-A
OG0048768	sp|P41182|BCL6_HUMAN	B-cell lymphoma 6 protein
OG0048771	sp|P49263|PXN1_XENLA	Pentraxin fusion protein
OG0048775	sp|Q9NQX5|NPDC1_HUMAN	Neural proliferation differentiation and control protein 1
OG0048778	sp|Q9UNS1|TIM_HUMAN	Protein timeless homolog
OG0048779	sp|A8WHP9|LRRC3_DANRE	Leucine-rich repeat-containing protein 3
OG0048780	sp|Q5H9R7|PP6R3_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 3
OG0048781	sp|Q95M17|CHIA_BOVIN	Acidic mammalian chitinase
OG0048782	sp|Q6IQ26|DEN5A_HUMAN	DENN domain-containing protein 5A
OG0048786	sp|Q803S3|MEMO1_DANRE	Protein MEMO1
OG0048789	sp|Q00IB7|PKHH1_DANRE	Pleckstrin homology domain-containing family H member 1
OG0048795	sp|P60901|PSA6_RAT	Proteasome subunit alpha type-6
OG0048796	sp|Q96JB6|LOXL4_HUMAN	Lysyl oxidase homolog 4
OG0048800	sp|Q1LX49|DEN11_DANRE	DENN domain-containing protein 11
OG0048801	sp|Q92990|GLMN_HUMAN	Glomulin
OG0048805	sp|Q9TR36|PIPNB_BOVIN	Phosphatidylinositol transfer protein beta isoform
OG0048807	sp|Q0V8F1|CORO7_BOVIN	Coronin-7
OG0048811	sp|Q8C886|PKHN1_MOUSE	Probable pleckstrin homology domain-containing family N member 1
OG0048812	sp|Q5ZKC9|1433Z_CHICK	14-3-3 protein zeta
OG0048819	sp|P10914|IRF1_HUMAN	Interferon regulatory factor 1
OG0048825	sp|Q9JKR5|ZDHC2_RAT	Palmitoyltransferase ZDHHC2
OG0048826	sp|Q8N5D0|WDTC1_HUMAN	WD and tetratricopeptide repeats protein 1
OG0048828	sp|Q6TCG8|PAQR3_MOUSE	Progestin and adipoQ receptor family member 3
OG0048829	sp|P51400|RED1_RAT	Double-stranded RNA-specific editase 1
OG0048830	sp|Q9EPX2|PPN_MOUSE	Papilin
OG0048831	sp|C9JRZ8|AK1BF_HUMAN	Aldo-keto reductase family 1 member B15
OG0048834	sp|Q66H62|CYLD_RAT	Ubiquitin carboxyl-terminal hydrolase CYLD
OG0048836	sp|Q2MV57|TECT2_MOUSE	Tectonic-2
OG0048837	sp|Q03958|PFD6_MOUSE	Prefoldin subunit 6
OG0048838	sp|P34057|RECO_MOUSE	Recoverin
OG0048839	sp|Q98902|L1CAM_TAKRU	Neural cell adhesion molecule L1
OG0048841	sp|Q9CXF0|KYNU_MOUSE	Kynureninase
OG0048842	sp|Q5XLR4|BORE1_DANRE	Borealin
OG0048843	sp|A1A4K8|U2AF1_BOVIN	Splicing factor U2AF 35 kDa subunit
OG0048845	sp|P80026|PRVM_CHICK	"Parvalbumin, muscle"
OG0048852	sp|Q566R7|DS22B_DANRE	Dual specificity protein phosphatase 22-B
OG0048853	sp|Q8TBP0|TBC16_HUMAN	TBC1 domain family member 16
OG0048854	sp|F1NWE3|PTPRS_CHICK	Receptor-type tyrosine-protein phosphatase S
OG0048856	sp|Q91474|HNF1A_SALSA	Hepatocyte nuclear factor 1-alpha
OG0048861	sp|Q9H0T7|RAB17_HUMAN	Ras-related protein Rab-17
OG0048863	sp|Q9JLH6|CK5P1_RAT	CDK5 regulatory subunit-associated protein 1
OG0048865	sp|Q01063|PDE4D_MOUSE	"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
OG0048867	sp|Q4PZA2|ECE1_MOUSE	Endothelin-converting enzyme 1
OG0048868	sp|P42892|ECE1_HUMAN	Endothelin-converting enzyme 1
OG0048869	sp|Q99624|S38A3_HUMAN	Sodium-coupled neutral amino acid transporter 3
OG0048870	sp|Q99624|S38A3_HUMAN	Sodium-coupled neutral amino acid transporter 3
OG0048871	sp|Q9NQQ7|S35C2_HUMAN	Solute carrier family 35 member C2
OG0048872	sp|Q5ZKN3|PHTF2_CHICK	Putative homeodomain transcription factor 2
OG0048873	sp|Q08C99|VRTN_DANRE	Vertnin
OG0048876	sp|P52655|TF2AA_HUMAN	Transcription initiation factor IIA subunit 1
OG0048881	sp|Q28EM1|FOXJ2_XENTR	Forkhead box protein J2
OG0048887	sp|Q3UVX5|GRM5_MOUSE	Metabotropic glutamate receptor 5
OG0048888	sp|P31424|GRM5_RAT	Metabotropic glutamate receptor 5
OG0048890	sp|Q5REW7|MEF2A_PONAB	Myocyte-specific enhancer factor 2A
OG0048895	sp|Q00973|B4GN1_HUMAN	"Beta-1,4 N-acetylgalactosaminyltransferase 1"
OG0048897	sp|Q61371|IFT88_MOUSE	Intraflagellar transport protein 88 homolog
OG0048898	sp|F1Q8W0|CATIN_DANRE	Cactin
OG0048899	sp|Q8BXR9|OSBL6_MOUSE	Oxysterol-binding protein-related protein 6
OG0048900	sp|Q8VCX6|KPTN_MOUSE	KICSTOR complex protein kaptin
OG0048901	sp|Q5R4T7|MKKS_PONAB	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin
OG0048902	sp|Q1L987|ATPF1_DANRE	ATP synthase mitochondrial F1 complex assembly factor 1
OG0048903	sp|P20338|RAB4A_HUMAN	Ras-related protein Rab-4A
OG0048904	sp|O75643|U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase
OG0048905	sp|O60279|SUSD5_HUMAN	Sushi domain-containing protein 5
OG0048906	sp|Q5PRC7|SOSB2_DANRE	SOSS complex subunit B2
OG0048908	sp|Q6P298|NUBP1_DANRE	Cytosolic Fe-S cluster assembly factor nubp1
OG0048911	sp|Q8NC74|RB8NL_HUMAN	RBBP8 N-terminal-like protein
OG0048912	sp|Q1RLY6|KMO_DANRE	Kynurenine 3-monooxygenase
OG0048918	sp|Q7SZN2|RN170_DANRE	E3 ubiquitin-protein ligase RNF170
OG0048920	sp|Q68CZ2|TENS3_HUMAN	Tensin-3
OG0048922	sp|Q9GJS9|GLRB_BOVIN	Glycine receptor subunit beta
OG0048923	sp|P14646|PDE4B_RAT	"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
OG0048924	sp|Q9UHD2|TBK1_HUMAN	Serine/threonine-protein kinase TBK1
OG0048926	sp|Q8WUR0|CS012_MOUSE	Protein C19orf12 homolog
OG0048935	sp|Q6T4R5|NHS_HUMAN	Nance-Horan syndrome protein
OG0048938	sp|B8A5G9|TRM5_DANRE	tRNA (guanine(37)-N1)-methyltransferase
OG0048939	sp|Q1LWG4|PCAT1_DANRE	Lysophosphatidylcholine acyltransferase 1
OG0048941	sp|Q1M161|TRADD_ONCMY	Tumor necrosis factor receptor type 1-associated DEATH domain protein
OG0048943	sp|P0C218|DDX20_DANRE	Probable ATP-dependent RNA helicase DDX20
OG0048944	sp|P05625|RAF1_CHICK	RAF proto-oncogene serine/threonine-protein kinase
OG0048945	sp|Q5E9T4|TPK1_BOVIN	Thiamin pyrophosphokinase 1
OG0048946	sp|Q5E9W3|PYRD_BOVIN	"Dihydroorotate dehydrogenase (quinone), mitochondrial"
OG0048951	sp|Q6PEI7|PYRG1_DANRE	CTP synthase 1
OG0048952	sp|O60232|ZNRD2_HUMAN	Protein ZNRD2
OG0048953	sp|Q9H307|PININ_HUMAN	Pinin
OG0048956	sp|Q5XI28|RAVR1_RAT	Ribonucleoprotein PTB-binding 1
OG0048959	sp|P51953|CDK7_CARAU	Cyclin-dependent kinase 7
OG0048961	sp|Q803Q2|NDL1B_DANRE	Nuclear distribution protein nudE-like 1-B
OG0048964	sp|Q9Y3A6|TMED5_HUMAN	Transmembrane emp24 domain-containing protein 5
OG0048966	sp|A5WUX7|CL065_DANRE	"Probable peptide chain release factor C12orf65 homolog, mitochondrial"
OG0048971	sp|Q9Y5F6|PCDGM_HUMAN	Protocadherin gamma-C5
OG0048974	sp|Q5SQX6|CYFP2_MOUSE	Cytoplasmic FMR1-interacting protein 2
OG0048975	sp|Q5SQX6|CYFP2_MOUSE	Cytoplasmic FMR1-interacting protein 2
OG0048976	sp|Q80ZI6|LRSM1_MOUSE	E3 ubiquitin-protein ligase LRSAM1
OG0048979	sp|Q504E7|SZRD1_DANRE	SUZ domain-containing protein 1
OG0048982	sp|Q6V595|KLHL6_MOUSE	Kelch-like protein 6
OG0048983	sp|O15541|R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A
OG0048986	sp|Q8JZU6|PXDC1_MOUSE	PX domain-containing protein 1
OG0048992	sp|A0JPE9|GLPK5_DANRE	Putative glycerol kinase 5
OG0048993	sp|Q8K2Y3|EVA1B_MOUSE	Protein eva-1 homolog B
OG0048994	sp|Q6AYS4|FUCO2_RAT	Plasma alpha-L-fucosidase
OG0048996	sp|Q96ME1|FXL18_HUMAN	F-box/LRR-repeat protein 18
OG0048997	sp|Q6NY89|LSG1_DANRE	Large subunit GTPase 1 homolog
OG0049007	sp|A2AV36|ANM7_DANRE	Protein arginine N-methyltransferase 7
OG0049009	sp|P97314|CSRP2_MOUSE	Cysteine and glycine-rich protein 2
OG0049010	sp|Q9HAU0|PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5
OG0049011	sp|F1Q8R9|POMT2_DANRE	Protein O-mannosyl-transferase 2
OG0049013	sp|Q9JI33|NET4_MOUSE	Netrin-4
OG0049016	sp|Q6JAN0|AGRV1_DANRE	Adhesion G-protein coupled receptor V1
OG0049021	sp|P14882|PCCA_RAT	"Propionyl-CoA carboxylase alpha chain, mitochondrial"
OG0049024	sp|Q5SZI1|LRAD2_HUMAN	Low-density lipoprotein receptor class A domain-containing protein 2
OG0049026	sp|Q6V4S5|SDK2_MOUSE	Protein sidekick-2
OG0049027	sp|Q61606|GLR_MOUSE	Glucagon receptor
OG0049031	sp|B0BLT0|ZN593_XENTR	Zinc finger protein 593
OG0049032	sp|Q5R4J1|SYWC_PONAB	"Tryptophan--tRNA ligase, cytoplasmic"
OG0049037	sp|Q6NV12|S20AA_DANRE	Sodium-dependent phosphate transporter 1-A
OG0049041	sp|Q924T2|RT02_MOUSE	"28S ribosomal protein S2, mitochondrial"
OG0049042	sp|Q8IVI9|NOSTN_HUMAN	Nostrin
OG0049044	sp|Q9CR41|HYPK_MOUSE	Huntingtin-interacting protein K
OG0049045	sp|P02463|CO4A1_MOUSE	Collagen alpha-1(IV) chain
OG0049047	sp|Q86UX6|ST32C_HUMAN	Serine/threonine-protein kinase 32C
OG0049051	sp|Q9C0H5|RHG39_HUMAN	Rho GTPase-activating protein 39
OG0049056	sp|Q6ZPE2|MTMR5_MOUSE	Myotubularin-related protein 5
OG0049060	sp|Q92567|F168A_HUMAN	Protein FAM168A
OG0049061	sp|A5WUN7|CAM1B_DANRE	Calmodulin-regulated spectrin-associated protein 1-B
OG0049067	sp|Q8K0U4|HS12A_MOUSE	Heat shock 70 kDa protein 12A
OG0049070	sp|Q14289|FAK2_HUMAN	Protein-tyrosine kinase 2-beta
OG0049071	sp|O54697|NALDL_RAT	Aminopeptidase NAALADL1
OG0049073	sp|Q6P0U9|NUP42_DANRE	Nucleoporin NUP42
OG0049080	sp|Q68CZ2|TENS3_HUMAN	Tensin-3
OG0049081	sp|Q68CZ2|TENS3_HUMAN	Tensin-3
OG0049082	sp|Q8K368|FANCI_MOUSE	Fanconi anemia group I protein homolog
OG0049083	sp|O43295|SRGP3_HUMAN	SLIT-ROBO Rho GTPase-activating protein 3
OG0049084	sp|P48453|PP2BB_MOUSE	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform
OG0049085	sp|Q5W0V3|F16B1_HUMAN	Protein FAM160B1
OG0049089	sp|Q9ULX7|CAH14_HUMAN	Carbonic anhydrase 14
OG0049090	sp|Q9UEY8|ADDG_HUMAN	Gamma-adducin
OG0049091	sp|Q9UEY8|ADDG_HUMAN	Gamma-adducin
OG0049093	sp|Q5ZJI9|UBAC1_CHICK	Ubiquitin-associated domain-containing protein 1
OG0049097	sp|Q5TYW6|RSPH9_DANRE	Radial spoke head protein 9 homolog
OG0049100	sp|Q8BGV0|SYNM_MOUSE	"Probable asparagine--tRNA ligase, mitochondrial"
OG0049101	sp|O76039|CDKL5_HUMAN	Cyclin-dependent kinase-like 5
OG0049104	sp|Q5M7X9|MUL1A_DANRE	Mitochondrial ubiquitin ligase activator of nfkb 1-A
OG0049106	sp|Q8VCC1|PGDH_MOUSE	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
OG0049108	sp|Q98T91|C340_ORYLA	Cytochrome P450 3A40
OG0049110	sp|Q8TE04|PANK1_HUMAN	Pantothenate kinase 1
OG0049112	sp|Q5F3X4|U5S1_CHICK	116 kDa U5 small nuclear ribonucleoprotein component
OG0049115	sp|Q9YGM4|CAMKV_TAKRU	CaM kinase-like vesicle-associated protein
OG0049120	sp|P18910|ANPRA_RAT	Atrial natriuretic peptide receptor 1
OG0049122	sp|Q8HY82|CATS_SAIBB	Cathepsin S
OG0049123	sp|P59048|PDRG1_MOUSE	p53 and DNA damage-regulated protein 1
OG0049124	sp|Q6NVG7|GT252_MOUSE	Procollagen galactosyltransferase 2
OG0049126	sp|Q61247|A2AP_MOUSE	Alpha-2-antiplasmin
OG0049127	sp|Q0V967|FBX5_DANRE	F-box only protein 5
OG0049130	sp|Q8BRG8|TM209_MOUSE	Transmembrane protein 209
OG0049134	sp|Q8BMQ8|MON1B_MOUSE	Vacuolar fusion protein MON1 homolog B
OG0049135	sp|Q8TEU7|RPGF6_HUMAN	Rap guanine nucleotide exchange factor 6
OG0049137	sp|Q80WM5|HPLN3_MOUSE	Hyaluronan and proteoglycan link protein 3
OG0049139	sp|Q7ZYX1|AKTIP_DANRE	AKT-interacting protein
OG0049140	sp|Q9I8I2|BOK_CHICK	Bcl-2-related ovarian killer protein
OG0049141	sp|Q6DBR4|TIPIN_DANRE	TIMELESS-interacting protein
OG0049142	sp|Q9Z207|DIAP3_MOUSE	Protein diaphanous homolog 3
OG0049144	sp|Q7T2A5|EIF3L_DANRE	Eukaryotic translation initiation factor 3 subunit L
OG0049149	sp|Q9HA65|TBC17_HUMAN	TBC1 domain family member 17
OG0049150	sp|Q9CXF4|TBC15_MOUSE	TBC1 domain family member 15
OG0049154	sp|E7FB98|UBIA1_DANRE	UbiA prenyltransferase domain-containing protein 1
OG0049156	sp|Q504E7|SZRD1_DANRE	SUZ domain-containing protein 1
OG0049159	sp|Q6P4Y0|CDKAL_XENTR	Threonylcarbamoyladenosine tRNA methylthiotransferase
OG0049160	sp|Q86WU2|LDHD_HUMAN	"Probable D-lactate dehydrogenase, mitochondrial"
OG0049165	sp|Q7T2D0|SGSM3_DANRE	Small G protein signaling modulator 3
OG0049169	sp|Q8BX90|FND3A_MOUSE	Fibronectin type-III domain-containing protein 3A
OG0049171	sp|F1NY98|DSCAM_CHICK	Down syndrome cell adhesion molecule homolog
OG0049172	sp|Q8IUD2|RB6I2_HUMAN	ELKS/Rab6-interacting/CAST family member 1
OG0049173	sp|Q8IUD2|RB6I2_HUMAN	ELKS/Rab6-interacting/CAST family member 1
OG0049175	sp|Q9WUH4|FHL1_RAT	Four and a half LIM domains protein 1
OG0049177	sp|P57773|CXA9_HUMAN	Gap junction alpha-9 protein
OG0049182	sp|Q9D8U8|SNX5_MOUSE	Sorting nexin-5
OG0049183	sp|Q9D8U8|SNX5_MOUSE	Sorting nexin-5
OG0049187	sp|Q8IUZ0|LRC49_HUMAN	Leucine-rich repeat-containing protein 49
OG0049188	sp|O00300|TR11B_HUMAN	Tumor necrosis factor receptor superfamily member 11B
OG0049193	sp|Q90828|DC1L1_CHICK	Cytoplasmic dynein 1 light intermediate chain 1
OG0049203	sp|Q96CD2|COAC_HUMAN	Phosphopantothenoylcysteine decarboxylase
OG0049204	sp|Q6P698|PLSL_DANRE	Plastin-2
OG0049208	sp|P13676|ACPH_RAT	Acylamino-acid-releasing enzyme
OG0049212	sp|Q9NZU1|FLRT1_HUMAN	Leucine-rich repeat transmembrane protein FLRT1
OG0049217	sp|O95373|IPO7_HUMAN	Importin-7
OG0049219	sp|Q14746|COG2_HUMAN	Conserved oligomeric Golgi complex subunit 2
OG0049222	sp|Q8N960|CE120_HUMAN	Centrosomal protein of 120 kDa
OG0049223	sp|Q5R9A7|GP155_PONAB	Integral membrane protein GPR155
OG0049225	sp|C6K2K4|NETO2_RAT	Neuropilin and tolloid-like protein 2
OG0049226	sp|A5PLH4|TM2D1_DANRE	TM2 domain-containing protein 1
OG0049227	sp|P01897|HA1L_MOUSE	"H-2 class I histocompatibility antigen, L-D alpha chain"
OG0049234	sp|O42376|MK12_DANRE	Mitogen-activated protein kinase 12
OG0049235	sp|Q7ZT42|SND1_DANRE	Staphylococcal nuclease domain-containing protein 1
OG0049243	sp|O54929|WSB2_MOUSE	WD repeat and SOCS box-containing protein 2
OG0049244	sp|A2ALV5|SHOC1_MOUSE	Protein shortage in chiasmata 1 ortholog
OG0049245	sp|Q3SZB4|ACADM_BOVIN	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
OG0049246	sp|Q9Z2C4|MTMR1_MOUSE	Myotubularin-related protein 1
OG0049251	sp|Q6NYG8|DPYD_DANRE	Dihydropyrimidine dehydrogenase [NADP(+)]
OG0049255	sp|Q4SFA0|HDAC3_TETNG	Histone deacetylase 3
OG0049256	sp|Q9WV54|ASAH1_MOUSE	Acid ceramidase
OG0049258	sp|Q76MZ3|2AAA_MOUSE	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
OG0049259	sp|P49961|ENTP1_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 1
OG0049260	sp|Q503F2|BARX1_DANRE	Homeobox protein BarH-like 1
OG0049263	sp|Q90WD8|OVCH2_BUFJA	Ovochymase-2
OG0049267	sp|Q68FT3|PYRD2_RAT	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2
OG0049268	sp|Q0VF58|COJA1_MOUSE	Collagen alpha-1(XIX) chain
OG0049270	sp|Q0IIM8|TBC8B_HUMAN	TBC1 domain family member 8B
OG0049271	sp|Q28FF3|S49A3_XENTR	Solute carrier family 49 member A3
OG0049272	sp|P80303|NUCB2_HUMAN	Nucleobindin-2
OG0049273	sp|Q2WGJ9|FR1L6_HUMAN	Fer-1-like protein 6
OG0049274	sp|P59480|RM45_XENLA	"39S ribosomal protein L45, mitochondrial"
OG0049275	sp|Q9R0S5|YLAT1_RAT	Y+L amino acid transporter 1
OG0049276	sp|Q9D8P7|TF3C6_MOUSE	General transcription factor 3C polypeptide 6
OG0049278	sp|A0JMQ0|BOP1_DANRE	Ribosome biogenesis protein bop1
OG0049282	sp|Q5RED8|CYLD_PONAB	Ubiquitin carboxyl-terminal hydrolase CYLD
OG0049283	sp|P08429|RL4A_XENLA	60S ribosomal protein L4-A
OG0049285	sp|Q96PU5|NED4L_HUMAN	E3 ubiquitin-protein ligase NEDD4-like
OG0049286	sp|A7Z061|CDC27_BOVIN	Cell division cycle protein 27 homolog
OG0049287	sp|Q9EQN9|S19A2_MOUSE	Thiamine transporter 1
OG0049288	sp|Q5XIY4|SDHF3_DANRE	"Succinate dehydrogenase assembly factor 3, mitochondrial"
OG0049293	sp|Q9QZC4|PCY1B_RAT	Choline-phosphate cytidylyltransferase B
OG0049295	sp|Q9WV18|GABR1_MOUSE	Gamma-aminobutyric acid type B receptor subunit 1
OG0049305	sp|Q8NEU8|DP13B_HUMAN	DCC-interacting protein 13-beta
OG0049306	sp|A0JMQ7|MTS1A_DANRE	Microtubule-associated tumor suppressor 1 homolog A
OG0049310	sp|Q9Y345|SC6A5_HUMAN	Sodium- and chloride-dependent glycine transporter 2
OG0049311	sp|P53396|ACLY_HUMAN	ATP-citrate synthase
OG0049314	sp|Q14449|GRB14_HUMAN	Growth factor receptor-bound protein 14
OG0049315	sp|B0S733|REN3A_DANRE	Regulator of nonsense transcripts 3A
OG0049316	sp|P22695|QCR2_HUMAN	"Cytochrome b-c1 complex subunit 2, mitochondrial"
OG0049317	sp|Q27991|MYH10_BOVIN	Myosin-10
OG0049319	sp|P0C548|PLPL2_RAT	Patatin-like phospholipase domain-containing protein 2
OG0049320	sp|Q9NP50|SHCAF_HUMAN	SIN3-HDAC complex-associated factor
OG0049322	sp|Q99M75|RTN4R_RAT	Reticulon-4 receptor
OG0049323	sp|P28064|PSB8_RAT	Proteasome subunit beta type-8
OG0049325	sp|Q3S8M4|ELOV4_MACMU	Elongation of very long chain fatty acids protein 4
OG0049326	sp|P02608|MLRS_RABIT	"Myosin regulatory light chain 2, skeletal muscle isoform type 2"
OG0049328	sp|Q1LXK4|M10B1_DANRE	Putative helicase mov-10-B.1
OG0049330	sp|P0C6F1|DYH2_MOUSE	"Dynein heavy chain 2, axonemal"
OG0049333	sp|Q5IZC5|CRY1_ERIRU	Cryptochrome-1
OG0049347	sp|Q9HCC0|MCCB_HUMAN	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
OG0049348	sp|Q6GLC9|FMR1_XENTR	Synaptic functional regulator FMR1
OG0049351	sp|Q9Y2S2|CRYL1_HUMAN	Lambda-crystallin homolog
OG0049352	sp|O93533|CXB6_CHICK	Gap junction beta-6 protein
OG0049353	sp|Q9BZC7|ABCA2_HUMAN	ATP-binding cassette sub-family A member 2
OG0049357	sp|Q64578|AT2A1_RAT	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
OG0049359	sp|Q92838|EDA_HUMAN	Ectodysplasin-A
OG0049361	sp|O93257|XRCC6_CHICK	X-ray repair cross-complementing protein 5
OG0049363	sp|Q9CWD8|NUBPL_MOUSE	Iron-sulfur protein NUBPL
OG0049369	sp|Q2PFD7|PSD3_MOUSE	PH and SEC7 domain-containing protein 3
OG0049370	sp|P56564|EAA1_MOUSE	Excitatory amino acid transporter 1
OG0049371	sp|Q4R4X5|SEPT4_MACFA	Septin-4
OG0049373	sp|Q6UB98|ANR12_HUMAN	Ankyrin repeat domain-containing protein 12
OG0049374	sp|Q6TGY8|EMC2_DANRE	ER membrane protein complex subunit 2
OG0049377	sp|Q99LG2|TNPO2_MOUSE	Transportin-2
OG0049378	sp|Q9DEE9|ARP6_CHICK	Actin-related protein 6
OG0049381	sp|Q3TZI6|CCNJ_MOUSE	Cyclin-J
OG0049384	sp|Q9Y2L6|FRM4B_HUMAN	FERM domain-containing protein 4B
OG0049385	sp|P30122|CEL_BOVIN	Bile salt-activated lipase (Fragment)
OG0049388	sp|Q6DFC0|S41A2_XENLA	Solute carrier family 41 member 2
OG0049389	sp|Q16352|AINX_HUMAN	Alpha-internexin
OG0049394	sp|Q5T200|ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13
OG0049403	sp|P0CAT2|S238B_DANRE	Mitochondrial glycine transporter B
OG0049404	sp|Q68Y21|GRID2_DANRE	"Glutamate receptor ionotropic, delta-2"
OG0049407	sp|Q7T2D4|ERGI2_DANRE	Endoplasmic reticulum-Golgi intermediate compartment protein 2
OG0049408	sp|Q3ZBG9|PLS2_BOVIN	Phospholipid scramblase 2
OG0049411	sp|Q04637|IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1
OG0049415	sp|Q8CCN5|BCAS3_MOUSE	Breast carcinoma-amplified sequence 3 homolog
OG0049420	sp|Q04913|NR4A1_XENLA	Nuclear receptor subfamily 4 group A member 1
OG0049421	sp|Q8C5W0|CLMN_MOUSE	Calmin
OG0049422	sp|Q5FWF7|FBX48_HUMAN	F-box only protein 48
OG0049434	sp|Q07617|SPAG1_HUMAN	Sperm-associated antigen 1
OG0049437	sp|P68247|TNNI2_COTJA	"Troponin I, fast skeletal muscle"
